日付,時分,始値,高値,安値,終値,出来高,,
2018/3/19,11:20,21290,21290,21260,21270,200,,21290
2018/3/19,11:25,21280,21290,21270,21290,300,,21270
2018/3/19,11:30,21300,21310,21300,21310,332,,21290
2018/3/19,12:30,21310,21310,21290,21310,564,,21310
2018/3/19,12:35,21310,21340,21300,21340,349,,21310
2018/3/19,12:40,21340,21350,21330,21340,457,,21340
2018/3/19,12:45,21340,21350,21330,21330,271,,21340
2018/3/19,12:50,21330,21330,21300,21310,472,,21330
2018/3/19,12:55,21310,21320,21310,21320,341,,21310
2018/3/19,13:00,21330,21330,21290,21290,415,,21320
2018/3/19,13:05,21290,21330,21290,21310,577,,21290
2018/3/19,13:10,21310,21310,21290,21300,116,,21310
2018/3/19,13:15,21290,21310,21290,21310,289,,21300
2018/3/19,13:20,21320,21320,21310,21310,176,,21310
2018/3/19,13:25,21310,21310,21300,21310,79,,21310
2018/3/19,13:30,21310,21330,21310,21320,205,,21310
2018/3/19,13:35,21310,21330,21310,21330,156,,21320
2018/3/19,13:40,21330,21340,21330,21330,221,,21330
2018/3/19,13:45,21330,21330,21330,21330,98,,21330
2018/3/19,13:50,21340,21340,21330,21330,166,,21330
2018/3/19,13:55,21330,21330,21310,21310,327,,21330
2018/3/19,14:00,21310,21310,21250,21260,1237,,21310
2018/3/19,14:05,21270,21270,21240,21250,855,,21260
2018/3/19,14:10,21250,21260,21250,21260,447,,21250
2018/3/19,14:15,21270,21270,21230,21270,757,,21260
2018/3/19,14:20,21270,21270,21250,21270,218,,21270
2018/3/19,14:25,21280,21280,21260,21280,626,,21270
2018/3/19,14:30,21280,21320,21260,21310,921,,21280
2018/3/19,14:35,21300,21320,21300,21320,413,,21310
2018/3/19,14:40,21320,21320,21300,21300,357,,21320
2018/3/19,14:45,21300,21300,21280,21300,232,,21300
2018/3/19,14:50,21300,21300,21290,21290,401,,21300
2018/3/19,14:55,21290,21300,21290,21290,872,,21290
2018/3/19,15:00,21290,21300,21270,21270,915,,21290
2018/3/20,9:00,21100,21120,21070,21080,1409,,21270
2018/3/20,9:05,21080,21110,21070,21080,1270,,21080
2018/3/20,9:10,21080,21090,21040,21050,1136,,21080
2018/3/20,9:15,21050,21070,21040,21050,1167,,21050
2018/3/20,9:20,21050,21070,21040,21060,981,,21050
2018/3/20,9:25,21070,21110,21050,21110,1287,,21060
2018/3/20,9:30,21100,21130,21090,21110,768,,21110
2018/3/20,9:35,21110,21110,21090,21100,694,,21110
2018/3/20,9:40,21110,21130,21110,21110,717,,21100
2018/3/20,9:45,21110,21110,21080,21080,527,,21110
2018/3/20,9:50,21080,21080,21070,21080,201,,21080
2018/3/20,9:55,21070,21070,21060,21060,393,,21080
2018/3/20,10:00,21070,21100,21060,21080,380,,21060
2018/3/20,10:05,21090,21100,21090,21100,388,,21080
2018/3/20,10:10,21100,21130,21100,21110,585,,21100
2018/3/20,10:15,21110,21120,21090,21100,397,,21110
2018/3/20,10:20,21100,21120,21090,21110,366,,21100
2018/3/20,10:25,21110,21110,21100,21110,223,,21110
2018/3/20,10:30,21100,21130,21100,21120,1092,,21110
2018/3/20,10:35,21120,21130,21100,21100,324,,21120
2018/3/20,10:40,21110,21160,21100,21150,587,,21100
2018/3/20,10:45,21150,21150,21130,21140,659,,21150
2018/3/20,10:50,21130,21140,21120,21130,316,,21140
2018/3/20,10:55,21130,21140,21080,21090,782,,21130
2018/3/20,11:00,21090,21100,21090,21090,426,,21090
2018/3/20,11:05,21090,21090,21090,21090,312,,21090
2018/3/20,11:10,21080,21090,21070,21080,321,,21090
2018/3/20,11:15,21080,21100,21070,21080,318,,21080
2018/3/20,11:20,21080,21080,21080,21080,293,,21080
2018/3/20,11:25,21080,21090,21070,21090,249,,21080
2018/3/20,11:30,21080,21080,21040,21040,556,,21090
2018/3/20,12:30,21100,21110,21090,21090,246,,21040
2018/3/20,12:35,21100,21130,21100,21120,503,,21090
2018/3/20,12:40,21110,21130,21100,21120,645,,21120
2018/3/20,12:45,21110,21160,21110,21150,603,,21120
2018/3/20,12:50,21160,21170,21140,21150,643,,21150
2018/3/20,12:55,21150,21150,21130,21140,255,,21150
2018/3/20,13:00,21130,21140,21110,21130,645,,21140
2018/3/20,13:05,21130,21140,21130,21130,475,,21130
2018/3/20,13:10,21130,21140,21120,21140,102,,21130
2018/3/20,13:15,21140,21150,21140,21140,375,,21140
2018/3/20,13:20,21140,21160,21140,21160,684,,21140
2018/3/20,13:25,21160,21170,21150,21160,223,,21160
2018/3/20,13:30,21160,21160,21150,21160,172,,21160
2018/3/20,13:35,21170,21180,21170,21180,583,,21160
2018/3/20,13:40,21180,21180,21160,21170,560,,21180
2018/3/20,13:45,21170,21180,21150,21160,246,,21170
2018/3/20,13:50,21160,21160,21150,21160,457,,21160
2018/3/20,13:55,21160,21170,21140,21140,357,,21160
2018/3/20,14:00,21150,21150,21140,21140,402,,21140
2018/3/20,14:05,21150,21160,21150,21160,438,,21140
2018/3/20,14:10,21160,21170,21160,21170,64,,21160
2018/3/20,14:15,21160,21170,21160,21170,289,,21170
2018/3/20,14:20,21160,21170,21160,21170,298,,21170
2018/3/20,14:25,21170,21170,21160,21160,336,,21170
2018/3/20,14:30,21160,21170,21140,21140,238,,21160
2018/3/20,14:35,21150,21150,21140,21150,396,,21140
2018/3/20,14:40,21150,21170,21150,21170,308,,21150
2018/3/20,14:45,21170,21190,21170,21180,393,,21170
2018/3/20,14:50,21180,21190,21170,21190,521,,21180
2018/3/20,14:55,21190,21190,21180,21190,451,,21190
2018/3/20,15:00,21190,21200,21170,21180,1160,,21190
2018/3/22,9:00,21180,21230,21170,21220,1495,,21180
2018/3/22,9:05,21220,21250,21220,21240,895,,21220
2018/3/22,9:10,21240,21250,21220,21230,1027,,21240
2018/3/22,9:15,21230,21280,21210,21270,1631,,21230
2018/3/22,9:20,21260,21270,21230,21230,640,,21270
2018/3/22,9:25,21230,21260,21220,21250,1254,,21230
2018/3/22,9:30,21240,21260,21240,21250,279,,21250
2018/3/22,9:35,21250,21280,21240,21280,556,,21250
2018/3/22,9:40,21280,21290,21270,21270,611,,21280
2018/3/22,9:45,21270,21270,21250,21260,558,,21270
2018/3/22,9:50,21260,21270,21250,21250,345,,21260
2018/3/22,9:55,21250,21270,21250,21260,947,,21250
2018/3/22,10:00,21260,21280,21260,21270,500,,21260
2018/3/22,10:05,21270,21280,21270,21280,170,,21270
2018/3/22,10:10,21290,21300,21290,21300,181,,21280
2018/3/22,10:15,21300,21370,21290,21350,2332,,21300
2018/3/22,10:20,21360,21370,21340,21350,947,,21350
2018/3/22,10:25,21350,21380,21340,21370,794,,21350
2018/3/22,10:30,21370,21370,21360,21360,502,,21370
2018/3/22,10:35,21360,21390,21360,21390,480,,21360
2018/3/22,10:40,21380,21390,21360,21380,628,,21390
2018/3/22,10:45,21370,21370,21350,21360,401,,21380
2018/3/22,10:50,21360,21360,21320,21330,553,,21360
2018/3/22,10:55,21330,21350,21330,21330,613,,21330
2018/3/22,11:00,21330,21340,21320,21330,288,,21330
2018/3/22,11:05,21330,21340,21320,21330,254,,21330
2018/3/22,11:10,21320,21330,21280,21290,607,,21330
2018/3/22,11:15,21290,21300,21290,21300,341,,21290
2018/3/22,11:20,21300,21300,21280,21300,266,,21300
2018/3/22,11:25,21300,21300,21270,21280,290,,21300
2018/3/22,11:30,21270,21270,21250,21260,418,,21280
2018/3/22,12:30,21260,21270,21250,21270,485,,21260
2018/3/22,12:35,21270,21280,21260,21260,338,,21270
2018/3/22,12:40,21260,21270,21260,21270,73,,21260
2018/3/22,12:45,21270,21300,21270,21290,635,,21270
2018/3/22,12:50,21280,21310,21280,21300,385,,21290
2018/3/22,12:55,21300,21300,21290,21290,161,,21300
2018/3/22,13:00,21290,21290,21270,21280,540,,21290
2018/3/22,13:05,21280,21290,21280,21280,359,,21280
2018/3/22,13:10,21290,21300,21290,21300,352,,21280
2018/3/22,13:15,21300,21330,21300,21330,529,,21300
2018/3/22,13:20,21340,21340,21330,21340,517,,21330
2018/3/22,13:25,21340,21340,21330,21340,66,,21340
2018/3/22,13:30,21340,21340,21320,21330,246,,21340
2018/3/22,13:35,21330,21330,21320,21330,214,,21330
2018/3/22,13:40,21330,21330,21320,21320,198,,21330
2018/3/22,13:45,21330,21330,21290,21290,364,,21320
2018/3/22,13:50,21300,21320,21300,21320,245,,21290
2018/3/22,13:55,21310,21320,21300,21310,405,,21320
2018/3/22,14:00,21310,21360,21300,21350,1090,,21310
2018/3/22,14:05,21350,21360,21340,21360,449,,21350
2018/3/22,14:10,21350,21360,21340,21340,584,,21360
2018/3/22,14:15,21350,21380,21350,21360,1172,,21340
2018/3/22,14:20,21360,21360,21340,21350,769,,21360
2018/3/22,14:25,21350,21370,21340,21340,592,,21350
2018/3/22,14:30,21350,21360,21340,21350,464,,21340
2018/3/22,14:35,21350,21360,21350,21360,169,,21350
2018/3/22,14:40,21370,21400,21360,21390,1309,,21360
2018/3/22,14:45,21390,21400,21380,21380,548,,21390
2018/3/22,14:50,21380,21390,21370,21390,613,,21380
2018/3/22,14:55,21390,21400,21370,21390,1408,,21390
2018/3/22,15:00,21400,21400,21380,21390,1082,,21390
2018/3/23,9:00,20740,20750,20690,20730,1989,,21390
2018/3/23,9:05,20740,20780,20740,20750,2153,,20730
2018/3/23,9:10,20750,20760,20720,20740,2108,,20750
2018/3/23,9:15,20730,20790,20730,20780,1046,,20740
2018/3/23,9:20,20770,20810,20770,20790,914,,20780
2018/3/23,9:25,20790,20790,20710,20730,1312,,20790
2018/3/23,9:30,20730,20730,20620,20650,3052,,20730
2018/3/23,9:35,20650,20660,20630,20640,1276,,20650
2018/3/23,9:40,20640,20660,20640,20660,953,,20640
2018/3/23,9:45,20660,20670,20630,20660,1090,,20660
2018/3/23,9:50,20660,20660,20580,20600,2713,,20660
2018/3/23,9:55,20600,20600,20580,20590,1297,,20600
2018/3/23,10:00,20590,20660,20590,20660,923,,20590
2018/3/23,10:05,20660,20660,20610,20610,663,,20660
2018/3/23,10:10,20610,20620,20560,20590,1798,,20610
2018/3/23,10:15,20580,20580,20550,20560,1148,,20590
2018/3/23,10:20,20560,20580,20540,20580,1136,,20560
2018/3/23,10:25,20580,20600,20570,20600,446,,20580
2018/3/23,10:30,20610,20620,20580,20610,662,,20600
2018/3/23,10:35,20610,20650,20610,20630,833,,20610
2018/3/23,10:40,20640,20640,20610,20610,688,,20630
2018/3/23,10:45,20600,20650,20600,20630,653,,20610
2018/3/23,10:50,20620,20630,20600,20630,803,,20630
2018/3/23,10:55,20630,20640,20600,20640,852,,20630
2018/3/23,11:00,20630,20690,20620,20690,927,,20640
2018/3/23,11:05,20690,20720,20680,20710,983,,20690
2018/3/23,11:10,20720,20720,20670,20670,1183,,20710
2018/3/23,11:15,20680,20680,20650,20670,648,,20670
2018/3/23,11:20,20670,20670,20640,20640,621,,20670
2018/3/23,11:25,20640,20640,20620,20630,404,,20640
2018/3/23,11:30,20630,20630,20580,20600,1270,,20630
2018/3/23,12:30,20610,20620,20600,20610,744,,20600
2018/3/23,12:35,20610,20610,20570,20590,946,,20610
2018/3/23,12:40,20600,20610,20560,20560,652,,20590
2018/3/23,12:45,20560,20600,20560,20600,549,,20560
2018/3/23,12:50,20600,20600,20570,20580,496,,20600
2018/3/23,12:55,20590,20590,20570,20570,406,,20580
2018/3/23,13:00,20570,20580,20560,20570,380,,20570
2018/3/23,13:05,20560,20560,20500,20520,1551,,20570
2018/3/23,13:10,20510,20530,20470,20530,2302,,20520
2018/3/23,13:15,20530,20540,20510,20530,554,,20530
2018/3/23,13:20,20530,20530,20490,20500,1129,,20530
2018/3/23,13:25,20500,20510,20480,20480,1107,,20500
2018/3/23,13:30,20480,20520,20480,20500,899,,20480
2018/3/23,13:35,20510,20510,20480,20480,312,,20500
2018/3/23,13:40,20490,20490,20430,20440,1604,,20480
2018/3/23,13:45,20440,20450,20410,20430,1187,,20440
2018/3/23,13:50,20430,20450,20420,20450,537,,20430
2018/3/23,13:55,20440,20480,20440,20460,1125,,20450
2018/3/23,14:00,20460,20480,20440,20460,754,,20460
2018/3/23,14:05,20460,20480,20440,20470,921,,20460
2018/3/23,14:10,20480,20480,20440,20470,675,,20470
2018/3/23,14:15,20470,20480,20460,20480,624,,20470
2018/3/23,14:20,20480,20480,20440,20440,807,,20480
2018/3/23,14:25,20430,20450,20390,20410,1106,,20440
2018/3/23,14:30,20420,20430,20380,20410,1151,,20410
2018/3/23,14:35,20410,20420,20390,20400,606,,20410
2018/3/23,14:40,20390,20390,20360,20390,1569,,20400
2018/3/23,14:45,20390,20400,20370,20380,1379,,20390
2018/3/23,14:50,20380,20400,20360,20400,1850,,20380
2018/3/23,14:55,20400,20410,20350,20410,3289,,20400
2018/3/23,15:00,20400,20420,20370,20420,4433,,20410
2018/3/26,9:00,20210,20260,20190,20190,2524,,20420
2018/3/26,9:05,20190,20240,20190,20230,1118,,20190
2018/3/26,9:10,20220,20230,20150,20150,1510,,20230
2018/3/26,9:15,20160,20190,20150,20150,2001,,20150
2018/3/26,9:20,20150,20230,20150,20230,2361,,20150
2018/3/26,9:25,20230,20240,20190,20190,1161,,20230
2018/3/26,9:30,20190,20200,20170,20190,551,,20190
2018/3/26,9:35,20180,20210,20170,20190,680,,20190
2018/3/26,9:40,20200,20210,20180,20210,505,,20190
2018/3/26,9:45,20200,20240,20200,20230,1229,,20210
2018/3/26,9:50,20240,20240,20210,20210,770,,20230
2018/3/26,9:55,20220,20280,20210,20280,917,,20210
2018/3/26,10:00,20270,20280,20260,20280,743,,20280
2018/3/26,10:05,20280,20280,20230,20230,1303,,20280
2018/3/26,10:10,20230,20230,20190,20190,454,,20230
2018/3/26,10:15,20200,20260,20200,20250,1162,,20190
2018/3/26,10:20,20250,20250,20230,20230,474,,20250
2018/3/26,10:25,20240,20250,20230,20250,420,,20230
2018/3/26,10:30,20240,20260,20230,20230,792,,20250
2018/3/26,10:35,20220,20240,20210,20240,691,,20230
2018/3/26,10:40,20240,20260,20230,20230,915,,20240
2018/3/26,10:45,20240,20240,20220,20220,445,,20230
2018/3/26,10:50,20220,20260,20220,20260,864,,20220
2018/3/26,10:55,20270,20370,20270,20370,2899,,20260
2018/3/26,11:00,20360,20370,20340,20350,824,,20370
2018/3/26,11:05,20350,20360,20330,20340,557,,20350
2018/3/26,11:10,20340,20340,20320,20330,549,,20340
2018/3/26,11:15,20330,20360,20330,20330,505,,20330
2018/3/26,11:20,20340,20340,20310,20320,597,,20330
2018/3/26,11:25,20320,20340,20320,20340,471,,20320
2018/3/26,11:30,20330,20350,20330,20340,332,,20340
2018/3/26,12:30,20320,20350,20310,20330,618,,20340
2018/3/26,12:35,20320,20340,20310,20340,415,,20330
2018/3/26,12:40,20340,20360,20340,20350,519,,20340
2018/3/26,12:45,20350,20380,20350,20370,906,,20350
2018/3/26,12:50,20370,20390,20360,20390,554,,20370
2018/3/26,12:55,20390,20410,20380,20400,907,,20390
2018/3/26,13:00,20400,20410,20350,20360,927,,20400
2018/3/26,13:05,20370,20370,20360,20360,374,,20360
2018/3/26,13:10,20360,20360,20320,20320,672,,20360
2018/3/26,13:15,20330,20340,20320,20330,480,,20320
2018/3/26,13:20,20330,20340,20320,20330,380,,20330
2018/3/26,13:25,20330,20350,20330,20350,285,,20330
2018/3/26,13:30,20350,20360,20320,20330,507,,20350
2018/3/26,13:35,20330,20330,20320,20320,295,,20330
2018/3/26,13:40,20320,20330,20280,20290,962,,20320
2018/3/26,13:45,20290,20310,20280,20310,390,,20290
2018/3/26,13:50,20310,20330,20300,20330,629,,20310
2018/3/26,13:55,20340,20340,20320,20320,510,,20330
2018/3/26,14:00,20310,20330,20310,20330,338,,20320
2018/3/26,14:05,20330,20350,20330,20350,300,,20330
2018/3/26,14:10,20340,20370,20340,20370,527,,20350
2018/3/26,14:15,20370,20410,20370,20390,744,,20370
2018/3/26,14:20,20390,20460,20390,20450,1444,,20390
2018/3/26,14:25,20450,20500,20450,20490,2185,,20450
2018/3/26,14:30,20480,20520,20470,20520,1124,,20490
2018/3/26,14:35,20510,20530,20500,20510,967,,20520
2018/3/26,14:40,20520,20530,20470,20480,1386,,20510
2018/3/26,14:45,20480,20540,20480,20540,1079,,20480
2018/3/26,14:50,20530,20550,20520,20530,903,,20540
2018/3/26,14:55,20540,20560,20530,20550,1930,,20530
2018/3/26,15:00,20550,20590,20540,20590,4645,,20550
2018/3/27,9:00,20780,20800,20770,20800,1847,,20590
2018/3/27,9:05,20790,20830,20790,20810,1370,,20800
2018/3/27,9:10,20810,20810,20770,20780,1288,,20810
2018/3/27,9:15,20790,20820,20780,20810,1846,,20780
2018/3/27,9:20,20800,20800,20760,20760,628,,20810
2018/3/27,9:25,20770,20780,20760,20770,788,,20760
2018/3/27,9:30,20780,20790,20770,20780,603,,20770
2018/3/27,9:35,20770,20830,20770,20830,727,,20780
2018/3/27,9:40,20840,20880,20830,20860,1586,,20830
2018/3/27,9:45,20850,20870,20850,20860,742,,20860
2018/3/27,9:50,20850,20900,20850,20880,1384,,20860
2018/3/27,9:55,20890,20900,20870,20870,676,,20880
2018/3/27,10:00,20870,20910,20860,20900,759,,20870
2018/3/27,10:05,20900,20940,20900,20930,1265,,20900
2018/3/27,10:10,20930,20970,20930,20950,1922,,20930
2018/3/27,10:15,20950,20950,20930,20950,690,,20950
2018/3/27,10:20,20950,20950,20930,20930,680,,20950
2018/3/27,10:25,20930,20950,20920,20930,447,,20930
2018/3/27,10:30,20930,20940,20920,20920,559,,20930
2018/3/27,10:35,20920,20930,20910,20920,499,,20920
2018/3/27,10:40,20910,20960,20910,20950,595,,20920
2018/3/27,10:45,20960,20970,20920,20950,850,,20950
2018/3/27,10:50,20940,20960,20930,20930,425,,20950
2018/3/27,10:55,20930,20950,20930,20930,525,,20930
2018/3/27,11:00,20930,20960,20910,20930,842,,20930
2018/3/27,11:05,20930,20980,20920,20980,753,,20930
2018/3/27,11:10,20980,20990,20950,20950,1208,,20980
2018/3/27,11:15,20950,20960,20940,20940,404,,20950
2018/3/27,11:20,20930,20950,20930,20940,634,,20940
2018/3/27,11:25,20940,20950,20910,20910,821,,20940
2018/3/27,11:30,20910,20920,20890,20920,584,,20910
2018/3/27,12:30,20940,20980,20940,20980,514,,20920
2018/3/27,12:35,20980,21060,20970,21040,2584,,20980
2018/3/27,12:40,21050,21060,21030,21050,1363,,21040
2018/3/27,12:45,21050,21060,21020,21040,1387,,21050
2018/3/27,12:50,21040,21060,21030,21050,573,,21040
2018/3/27,12:55,21060,21070,21040,21060,724,,21050
2018/3/27,13:00,21050,21060,21040,21040,278,,21060
2018/3/27,13:05,21050,21070,21030,21040,494,,21040
2018/3/27,13:10,21040,21070,21040,21050,454,,21040
2018/3/27,13:15,21060,21090,21050,21080,648,,21050
2018/3/27,13:20,21080,21090,21070,21070,456,,21080
2018/3/27,13:25,21070,21120,21060,21090,2536,,21070
2018/3/27,13:30,21080,21090,21040,21040,844,,21090
2018/3/27,13:35,21040,21060,21030,21060,861,,21040
2018/3/27,13:40,21050,21060,21030,21030,455,,21060
2018/3/27,13:45,21040,21070,21030,21070,821,,21030
2018/3/27,13:50,21060,21080,21060,21070,489,,21070
2018/3/27,13:55,21060,21070,21040,21040,476,,21070
2018/3/27,14:00,21050,21060,21040,21040,456,,21040
2018/3/27,14:05,21040,21060,21020,21030,768,,21040
2018/3/27,14:10,21020,21060,21020,21050,493,,21030
2018/3/27,14:15,21050,21090,21050,21090,810,,21050
2018/3/27,14:20,21090,21110,21080,21100,630,,21090
2018/3/27,14:25,21100,21100,21090,21100,706,,21100
2018/3/27,14:30,21090,21110,21080,21090,880,,21100
2018/3/27,14:35,21080,21080,21060,21060,629,,21090
2018/3/27,14:40,21060,21080,21050,21070,977,,21060
2018/3/27,14:45,21060,21090,21060,21090,825,,21070
2018/3/27,14:50,21090,21100,21080,21100,741,,21090
2018/3/27,14:55,21100,21100,21060,21100,2768,,21100
2018/3/27,15:00,21100,21120,21080,21120,4140,,21100
2018/3/28,9:00,20820,20860,20800,20800,2927,,21120
2018/3/28,9:05,20810,20920,20800,20910,2866,,20800
2018/3/28,9:10,20910,20930,20880,20920,2719,,20910
2018/3/28,9:15,20920,20930,20840,20850,2205,,20920
2018/3/28,9:20,20850,20860,20810,20830,1117,,20850
2018/3/28,9:25,20820,20850,20810,20840,589,,20830
2018/3/28,9:30,20840,20860,20820,20820,536,,20840
2018/3/28,9:35,20820,20820,20770,20780,1781,,20820
2018/3/28,9:40,20780,20820,20780,20820,500,,20780
2018/3/28,9:45,20820,20840,20810,20820,470,,20820
2018/3/28,9:50,20810,20850,20770,20780,1351,,20820
2018/3/28,9:55,20770,20800,20750,20790,1182,,20780
2018/3/28,10:00,20790,20820,20790,20810,643,,20790
2018/3/28,10:05,20810,20860,20810,20860,616,,20810
2018/3/28,10:10,20850,20870,20840,20860,1009,,20860
2018/3/28,10:15,20850,20880,20850,20860,917,,20860
2018/3/28,10:20,20850,20860,20820,20820,674,,20860
2018/3/28,10:25,20820,20870,20810,20860,446,,20820
2018/3/28,10:30,20860,20880,20850,20870,930,,20860
2018/3/28,10:35,20870,20930,20870,20920,1225,,20870
2018/3/28,10:40,20920,20950,20890,20900,1294,,20920
2018/3/28,10:45,20890,20960,20890,20940,1377,,20900
2018/3/28,10:50,20950,20960,20920,20930,1054,,20940
2018/3/28,10:55,20930,20950,20910,20930,771,,20930
2018/3/28,11:00,20930,20930,20910,20920,458,,20930
2018/3/28,11:05,20910,20960,20910,20960,530,,20920
2018/3/28,11:10,20950,20980,20950,20970,506,,20960
2018/3/28,11:15,20970,20970,20920,20940,511,,20970
2018/3/28,11:20,20940,20940,20930,20930,256,,20940
2018/3/28,11:25,20930,20930,20920,20920,207,,20930
2018/3/28,11:30,20920,20920,20910,20910,180,,20920
2018/3/28,12:30,20880,20890,20870,20890,636,,20910
2018/3/28,12:35,20890,20900,20870,20890,554,,20890
2018/3/28,12:40,20890,20930,20870,20920,1140,,20890
2018/3/28,12:45,20920,20920,20880,20890,427,,20920
2018/3/28,12:50,20890,20910,20890,20900,246,,20890
2018/3/28,12:55,20900,20900,20890,20890,238,,20900
2018/3/28,13:00,20900,20910,20890,20900,333,,20890
2018/3/28,13:05,20900,20970,20900,20960,781,,20900
2018/3/28,13:10,20960,20960,20940,20950,655,,20960
2018/3/28,13:15,20960,20960,20930,20940,330,,20950
2018/3/28,13:20,20930,20950,20930,20940,154,,20940
2018/3/28,13:25,20940,20970,20940,20960,695,,20940
2018/3/28,13:30,20950,20980,20950,20980,847,,20960
2018/3/28,13:35,20970,20980,20920,20940,1130,,20980
2018/3/28,13:40,20940,20940,20910,20920,600,,20940
2018/3/28,13:45,20920,20930,20910,20910,864,,20920
2018/3/28,13:50,20920,20950,20910,20950,1008,,20910
2018/3/28,13:55,20940,20950,20930,20940,643,,20950
2018/3/28,14:00,20940,20940,20890,20890,706,,20940
2018/3/28,14:05,20880,20880,20850,20870,1127,,20890
2018/3/28,14:10,20880,20880,20860,20880,289,,20870
2018/3/28,14:15,20880,20890,20860,20860,630,,20880
2018/3/28,14:20,20860,20860,20830,20840,1225,,20860
2018/3/28,14:25,20840,20850,20790,20790,1463,,20840
2018/3/28,14:30,20780,20830,20770,20830,1502,,20790
2018/3/28,14:35,20830,20860,20820,20850,403,,20830
2018/3/28,14:40,20850,20860,20840,20850,680,,20850
2018/3/28,14:45,20860,20890,20860,20890,815,,20850
2018/3/28,14:50,20900,20930,20890,20910,1270,,20890
2018/3/28,14:55,20920,21000,20910,21000,3078,,20910
2018/3/28,15:00,21000,21030,20990,21000,4080,,21000
2018/3/29,9:00,21260,21270,21210,21220,2285,,21000
2018/3/29,9:05,21220,21220,21190,21200,863,,21220
2018/3/29,9:10,21200,21240,21180,21240,1379,,21200
2018/3/29,9:15,21230,21280,21230,21280,1804,,21240
2018/3/29,9:20,21270,21280,21250,21280,1190,,21280
2018/3/29,9:25,21280,21280,21240,21250,681,,21280
2018/3/29,9:30,21250,21260,21230,21230,823,,21250
2018/3/29,9:35,21230,21240,21210,21240,657,,21230
2018/3/29,9:40,21250,21250,21230,21230,272,,21240
2018/3/29,9:45,21230,21240,21220,21240,636,,21230
2018/3/29,9:50,21240,21250,21210,21210,499,,21240
2018/3/29,9:55,21210,21230,21200,21210,445,,21210
2018/3/29,10:00,21210,21240,21210,21220,482,,21210
2018/3/29,10:05,21220,21240,21220,21220,547,,21220
2018/3/29,10:10,21230,21230,21210,21210,559,,21220
2018/3/29,10:15,21210,21210,21180,21180,746,,21210
2018/3/29,10:20,21170,21210,21170,21210,1057,,21180
2018/3/29,10:25,21220,21240,21220,21230,582,,21210
2018/3/29,10:30,21230,21230,21210,21220,577,,21230
2018/3/29,10:35,21210,21210,21180,21180,574,,21220
2018/3/29,10:40,21180,21180,21160,21160,652,,21180
2018/3/29,10:45,21160,21160,21130,21140,1023,,21160
2018/3/29,10:50,21140,21150,21140,21150,480,,21140
2018/3/29,10:55,21160,21160,21140,21150,446,,21150
2018/3/29,11:00,21160,21160,21110,21140,822,,21150
2018/3/29,11:05,21140,21160,21140,21140,524,,21140
2018/3/29,11:10,21140,21140,21110,21120,444,,21140
2018/3/29,11:15,21120,21140,21110,21140,547,,21120
2018/3/29,11:20,21140,21140,21130,21130,493,,21140
2018/3/29,11:25,21130,21140,21110,21140,402,,21130
2018/3/29,11:30,21140,21160,21140,21140,386,,21140
2018/3/29,12:30,21140,21150,21130,21140,580,,21140
2018/3/29,12:35,21130,21140,21090,21100,687,,21140
2018/3/29,12:40,21100,21130,21100,21130,495,,21100
2018/3/29,12:45,21120,21140,21110,21140,333,,21130
2018/3/29,12:50,21130,21130,21100,21120,462,,21140
2018/3/29,12:55,21120,21130,21120,21130,389,,21120
2018/3/29,13:00,21130,21140,21120,21120,269,,21130
2018/3/29,13:05,21120,21120,21100,21120,422,,21120
2018/3/29,13:10,21120,21120,21100,21110,198,,21120
2018/3/29,13:15,21110,21130,21110,21130,329,,21110
2018/3/29,13:20,21120,21130,21120,21120,44,,21130
2018/3/29,13:25,21120,21140,21120,21120,346,,21120
2018/3/29,13:30,21130,21130,21110,21110,289,,21120
2018/3/29,13:35,21110,21130,21110,21110,220,,21110
2018/3/29,13:40,21110,21120,21100,21100,218,,21110
2018/3/29,13:45,21100,21100,21060,21060,1051,,21100
2018/3/29,13:50,21060,21070,21020,21030,965,,21060
2018/3/29,13:55,21030,21030,21000,21010,984,,21030
2018/3/29,14:00,21010,21010,20980,21000,775,,21010
2018/3/29,14:05,20990,21020,20990,21010,409,,21000
2018/3/29,14:10,21020,21020,21000,21000,214,,21010
2018/3/29,14:15,21010,21020,21000,21020,449,,21000
2018/3/29,14:20,21020,21040,21020,21030,367,,21020
2018/3/29,14:25,21030,21030,20990,21000,545,,21030
2018/3/29,14:30,21000,21040,21000,21040,416,,21000
2018/3/29,14:35,21040,21090,21040,21080,1296,,21040
2018/3/29,14:40,21090,21120,21060,21100,1119,,21080
2018/3/29,14:45,21110,21140,21100,21140,548,,21100
2018/3/29,14:50,21140,21160,21140,21140,638,,21140
2018/3/29,14:55,21140,21150,21120,21140,773,,21140
2018/3/29,15:00,21130,21170,21120,21130,2419,,21140
2018/3/30,9:00,21390,21400,21360,21390,1915,,21130
2018/3/30,9:05,21380,21400,21380,21380,557,,21390
2018/3/30,9:10,21370,21370,21350,21350,815,,21380
2018/3/30,9:15,21350,21360,21330,21360,626,,21350
2018/3/30,9:20,21350,21360,21330,21360,569,,21360
2018/3/30,9:25,21360,21370,21350,21350,339,,21360
2018/3/30,9:30,21350,21360,21340,21360,459,,21350
2018/3/30,9:35,21360,21360,21330,21340,515,,21360
2018/3/30,9:40,21340,21340,21310,21320,347,,21340
2018/3/30,9:45,21320,21330,21320,21330,354,,21320
